#queryName	queryLength	firstQueryPos	lastQueryPos	hitName	hitLength	firstHitPos	lastHitPos	frame	hitDescription	numberOfHits	coverage	identity	evalue	score	hspLength	relIdentity
1929_g	2460	1	1077	Q8I4V7	909	1	359	+1	Cyclin g-associated kinase, putative	30	0.39	245	8e-131	473	359	0.69
1930_g	1376	948	1316	Q4Y6G1	249	106	229	+3	Putative uncharacterized protein	6	0.50	65	4e-30	138	125	0.52
1931_g	1218	208	1209	Q8IER5	420	64	402	+1	Putative uncharacterized protein	9	0.45	126	1e-57	229	187	0.68
1932_g	4341	4	4236	Q8IER6	1479	1	1470	+1	Putative uncharacterized protein	15	0.57	438	0	730	836	0.53
1933_g	348	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1934_g	2478	73	2394	C5HX98	784	26	763	+1	Cysteine-rich surface protein (Fragment) 	30	1.03	212	3e-68	265	811	0.27
1935_g	9213	367	9192	Q7RJK4	2594	53	2590	+1	DNA-directed RNA polymerase	30	0.82	789	0	1212	2125	0.38
1936_g	2973	1057	2886	Q4YXG7	646	93	646	+1	Asparagine--t RNA ligase, putative	30	0.97	309	2e-154	552	626	0.50
1937_g	747	253	744	Q8I407	395	233	395	+1	Putative uncharacterized protein	8	0.42	84	2e-42	177	164	0.52
1938_g	2274	742	2073	Q962M2	462	35	418	+1	PV1H14060_P	12	0.96	187	2e-85	322	444	0.43
1939_g	381	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1940_g	3876	1	3819	B3L4H1	1247	1	1229	+1	Exportin 1, putative	30	1.02	989	0	1900	1274	0.78
1941_g	2313	16	2307	O77313	783	5	783	+1	N-ethylmaleimide sensitive fusion protein, 	30	0.99	576	0	1065	779	0.74
1942_g	2463	166	2436	O77314	1441	645	1433	+1	Putative uncharacterized protein	8	0.16	94	2e-43	183	229	0.42
1943_g	921	244	918	Q8ILD5	240	12	240	+1	Protein-L-isoaspartate O-methyltransferase 	30	0.95	169	1e-79	301	229	0.74
1944_g	1893	1	1890	A5K0S3	639	1	639	+1	Putative uncharacterized protein	30	1.08	203	2e-57	229	689	0.30
1945_g	240	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1946_g	825	1	822	Q8ILD3	269	1	269	+1	SF-assemblin, putative	30	1.03	185	6e-98	362	277	0.67
1947_g	2568	52	2520	B3LBG3	1091	167	1038	+1	Putative uncharacterized protein	30	0.40	230	1e-113	416	434	0.53
1948_g	3366	1	1614	Q4X4V3	524	1	497	+1	Putative uncharacterized protein (Fragment) 	6	0.29	95	1e-44	187	154	0.62
1949_g	2874	1	1629	B3L3N1	764	1	519	+1	Putative uncharacterized protein	30	0.74	246	5e-129	468	566	0.44
1950_g	2280	46	2277	Q8IJV2	600	7	600	+1	Conserved Plasmodium protein	7	0.46	134	3e-67	262	274	0.49
1951_g	1965	1	426	Q7RLK5	331	1	141	+1	49 kDa zinc finger protein	30	0.43	92	1e-46	194	142	0.65
1952_g	825	22	375	Q8IJV0	375	9	125	+1	Metallopeptidase, putative	30	0.31	59	4e-24	117	118	0.50
1953_g	2532	187	1503	A5K7C1	525	19	458	+1	Putative uncharacterized protein	30	0.84	338	0	721	440	0.77
1954_g	4064	580	4062	Q4Y3D7	928	10	804	+1	Putative uncharacterized protein (Fragment) 	8	0.39	167	3e-76	293	361	0.47
1955_g	666	1	651	C0H4E6	270	1	190	+1	Putative uncharacterized protein	30	0.81	131	1e-54	217	218	0.61
1956_g	1584	7	1575	C0H4E5	560	2	558	+1	Zinc finger protein, putative	30	0.99	350	0	691	557	0.63
1957_g	3813	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1958_g	3297	1045	1902	A5K9I0	1421	812	1108	+1	Putative uncharacterized protein	5	0.21	112	1e-51	211	298	0.38
1959_g	1092	59	1089	Q4YV91	350	3	350	+1	Putative uncharacterized protein	30	0.97	185	2e-90	330	339	0.55
1960_g	5165	3	4526	Q7RJE3	1496	50	1496	+3	Mus musculus GCN2alpha	30	1.08	633	0	947	1616	0.40
1961_g	1842	289	1623	B3L9X3	498	62	460	+1	Putative uncharacterized protein	5	0.90	193	9e-97	360	449	0.43
1962_g	216	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1963_g	756	97	672	Q8IL28	292	92	283	+1	Apicoplast 1-acyl-sn-glycerol-3-phosphate 	30	0.66	126	2e-77	293	192	0.66
1964_g	219	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1965_g	1986	10	1983	A5K6P0	658	5	658	+1	Putative uncharacterized protein	14	1.01	449	0	785	664	0.68
1966_g	2286	253	2277	Q8I2X7	820	144	818	+1	ATP-dependent RNA Helicase, putative	30	0.82	579	0	1094	675	0.86
1967_g	1098	1	1062	B3L2J5	353	1	341	+1	ATP binding protein, putative	30	1.01	255	1e-145	521	357	0.72
1968_g	2925	1174	2922	B3L2J7	652	29	652	+1	Heat shock protein, putative	30	0.96	529	0	1029	624	0.85
1969_g	1062	1	1059	Q8I2X3	396	44	396	+1	Glideosome-associated protein 50	30	0.89	253	2e-145	520	353	0.72
1970_g	711	1	705	Q8IDL7	204	1	204	+1	Step II splicing factor, putative	30	1.18	103	1e-32	145	240	0.43
1971_g	627	1	624	Q8IDL6	1394	1200	1394	+1	Elongation factor Tu, putative	30	0.15	156	5e-81	305	208	0.75
1972_g	1871	105	1835	A5K8C0	1389	658	1196	+3	Translation elongation factor, putative 	30	0.20	143	5e-67	261	280	0.52
1973_g	1956	22	1698	Q7RLB9	1308	7	551	+1	Elongation factor Tu family, putative 	30	0.44	328	2e-175	621	569	0.58
1974_g	6924	202	6918	B3L8A9	3394	1143	3377	+1	Putative uncharacterized protein	12	0.27	261	6e-90	339	930	0.29
1975_g	3534	1717	3513	A5KAK9	843	242	840	+1	Putative uncharacterized protein	30	0.71	341	0	709	599	0.57
1976_g	210	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1977_g	2994	157	2979	A5KAL0	997	61	994	+1	Putative uncharacterized protein	15	0.95	495	0	959	946	0.53
1978_g	1980	1	1086	B3L014	595	1	362	+1	Flap endonuclease 1	30	0.61	323	3e-158	564	362	0.90
1979_g	5735	3	5573	C6KSZ7	2528	234	2479	+3	Putative uncharacterized protein	11	0.11	131	2e-65	258	266	0.50
1980_g	1941	1	1869	C6KSZ6	705	1	701	+1	Cyclin-dependent protein kinase, predicted 	30	0.46	240	2e-131	475	322	0.75
1981_g	6193	1459	5508	C6KSZ5	2733	198	1451	+1	Ribonuclease, putative	30	0.14	172	8e-88	332	378	0.46
1982_g	2025	202	2019	Q4XN07	600	1	599	+1	Putative uncharacterized protein (Fragment) 	15	1.04	327	7e-154	550	625	0.53
1983_g	1341	67	657	A5K9T5	218	1	197	+1	Proteasome subunit beta type	30	0.90	151	2e-87	328	197	0.77
1984_g	4188	1057	4173	Q7RBG7	1037	277	1020	+1	Rad32-related	30	0.24	153	3e-88	333	244	0.63
1985_g	1167	163	993	Q4XTN9	318	27	255	+1	Putative uncharacterized protein (Fragment) 	6	0.91	84	8e-28	130	289	0.30
1986_g	2772	484	2766	O77347	836	125	835	+1	RING zinc finger protein, putative	30	0.42	260	1e-111	410	349	0.75
1987_g	3207	4	1596	Q7PDT3	721	48	537	+1	TPR Domain, putative	17	0.77	140	4e-29	136	553	0.26
1988_g	915	1	912	A5KBD6	303	1	303	+1	26S proteasome regulatory particle non-ATPase 	30	1.00	177	7e-92	342	304	0.59
1989_g	1335	133	948	O77344	440	50	348	+1	Glycogen synthase kinase 3	30	0.69	198	1e-112	412	302	0.66
1990_g	1728	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1991_g	2823	856	1125	Q7RB04	961	208	297	+1	Putative uncharacterized protein PY06345 	3	0.09	28	1e-07	64	91	0.31
1992_g	2070	697	1857	Q8I1R5	802	265	679	+1	LETM1-like protein, putative	30	0.53	296	1e-129	469	422	0.71
1993_g	177	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1994_g	1530	16	1509	Q95US9	589	4	515	+1	Thymidylate synthase	30	0.88	309	7e-172	609	517	0.60
1995_g	990	1	966	A5K4C3	379	51	372	+1	Actin, putative	30	0.85	238	9e-142	508	322	0.74
1996_g	333	13	315	A5K4C4	209	101	201	+1	Putative uncharacterized protein	15	0.48	56	1e-27	127	101	0.56
1997_g	1623	151	1563	Q8IIQ3	579	76	562	+1	Conserved Plasmodium protein	10	0.88	190	5e-80	304	510	0.38
1998_g	1446	1	1437	Q4YVI1	489	1	489	+1	Putative uncharacterized protein	30	1.03	215	4e-104	384	503	0.43
1999_g	1128	1	1011	A5K4C7	349	1	337	+1	Replication factor C subunit 5, putative 	30	0.97	230	5e-123	446	337	0.69
2000_g	2829	928	2820	B3L4R4	557	136	517	+1	Putative uncharacterized protein	7	0.29	49	2e-17	97	161	0.31
2001_g	99	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2002_g	2722	227	2686	B3L639	8757	347	1131	+2	Putative uncharacterized protein	8	0.10	288	3e-132	478	845	0.35
2003_g	1965	43	924	B3L639	8757	1243	1575	+1	Putative uncharacterized protein	7	0.04	127	2e-58	233	333	0.39
2004_g	2196	217	984	Q4YNV9	1040	268	522	+1	Putative uncharacterized protein (Fragment) 	6	0.26	91	9e-25	121	269	0.34
2005_g	11814	76	11808	B3L639	8757	2423	6081	+1	Putative uncharacterized protein	10	0.03	140	1e-75	293	258	0.55
2006_g	2139	4	2124	Q4YYN4	700	1	699	+1	Putative uncharacterized protein	30	1.04	380	0	684	725	0.53
2007_g	3483	814	3468	Q8IIC8	1336	431	1333	+1	Conserved Plasmodium protein	7	0.70	451	0	851	934	0.49
2008_g	870	1	864	Q8IIC9	555	267	554	+1	Translation elongation factor EF-1, subunit 	30	0.52	247	1e-137	494	288	0.86
2009_g	942	415	849	B3L538	545	102	246	+1	Translation elongation factor EF-1, putative 	30	0.27	139	7e-75	286	145	0.96
2010_g	2022	1006	2016	Q8IID1	814	378	715	+1	Leucine-rich repeat protein 11, LRR11 	10	0.42	205	2e-101	375	340	0.61
2011_g	4317	580	2010	Q8IBT4	546	43	539	+1	Cysteine desulfurase, putative	30	0.92	267	8e-137	494	502	0.54
2012_g	984	1	981	Q8IBT2	327	1	327	+1	Eukaryotic translation initiation factor 	30	1.00	242	6e-151	538	327	0.75
2013_g	1002	1	972	Q8IBT1	322	1	320	+1	Drug metabolite transporter, putative 	29	1.01	227	1e-126	458	324	0.71
2014_g	924	331	921	A5K614	303	122	303	+1	Prohibitin-like protein, putative	12	0.65	112	1e-61	242	197	0.57
2015_g	333	1	258	A5K615	87	1	86	+1	Putative uncharacterized protein	11	0.99	59	7e-31	137	86	0.69
2016_g	465	1	462	Q9U8B7	192	39	192	+1	Small GTP-binding protein	30	0.80	138	7e-69	264	154	0.90
2017_g	9906	2404	3333	Q4YWH1	474	152	461	+1	RNA-binding protein of pumilio/mpt5 family, 	30	0.65	200	2e-101	378	310	0.65
2018_g	1092	28	1089	Q4XSG8	361	7	361	+1	Putative uncharacterized protein	30	0.98	222	1e-130	471	355	0.63
2019_g	3693	1	3678	Q8I358	1311	1	1256	+1	Exoribonuclease, putative	30	1.04	643	0	1063	1358	0.48
2020_g	1722	376	1707	Q4YV73	470	25	466	+1	Putative uncharacterized protein	30	0.95	229	5e-121	440	445	0.52
2021_g	1848	223	1224	B3L3A3	615	188	513	+1	Putative uncharacterized protein	6	0.54	131	6e-46	191	334	0.40
2022_g	2073	1	2067	Q4XRF6	682	1	681	+1	Putative uncharacterized protein	15	0.64	248	1e-136	493	439	0.57
2023_g	2349	4	2340	O97303	693	3	691	+1	Putative uncharacterized protein	25	0.32	145	4e-63	248	224	0.65
2024_g	3592	122	3040	O97306	949	12	833	+2	Putative uncharacterized protein	6	0.73	228	2e-54	220	691	0.33
2025_g	2646	1201	2640	Q8IJN4	560	72	559	+1	Conserved Plasmodium protein	7	0.89	251	4e-129	468	500	0.51
2026_g	2436	25	2385	Q7RTE9	832	14	832	+1	Streptococcus pyogenes AMV258, putative 	12	1.01	336	5e-166	590	840	0.40
2101_g	648	1	642	C0H5I9	367	14	224	+1	GTP binding protein, putative	30	0.66	157	1e-69	267	242	0.65
2102_g	5940	4093	5919	Q7RHQ7	521	3	519	+1	Putative uncharacterized protein PY03927 	8	0.69	122	3e-51	211	359	0.34
2103_g	4248	1	2532	Q7RA44	1044	1	795	+1	Putative uncharacterized protein PY06661 	6	0.50	171	5e-68	266	523	0.33
2104_g	4101	43	4074	C0H4G8	1446	2	1354	+1	Putative uncharacterized protein	8	0.10	83	6e-33	149	148	0.57
2105_g	4428	1	4191	Q4Z2N1	1538	60	1304	+1	Putative uncharacterized protein	9	0.78	395	8e-116	424	1200	0.33
2106_g	1677	25	1620	B3L5V7	947	19	916	+1	Putative uncharacterized protein	10	0.33	123	7e-59	234	309	0.40
2107_g	1290	1	1287	Q7RKU2	393	1	393	+1	Drosophila melanogaster CG12259 gene product 	30	0.53	170	1e-79	302	207	0.83
2108_g	747	1	744	Q4XX52	316	69	316	+1	Putative uncharacterized protein	30	0.79	147	3e-82	310	249	0.60
2109_g	327	4	318	A5K6D9	280	3	110	+1	Putative uncharacterized protein	2	0.39	38	1e-12	77	110	0.35
2110_g	1812	448	1806	C0H522	780	201	780	+1	Putative uncharacterized protein	1	0.77	164	2e-44	186	599	0.28
2111_g	1104	52	1047	B3L378	407	55	407	+1	Putative uncharacterized protein	5	0.94	116	2e-34	151	383	0.31
2112_g	2031	46	2025	Q8I383	843	69	842	+1	Putative uncharacterized protein	30	0.20	136	7e-75	287	170	0.80
2113_g	969	31	966	Q4YP56	351	5	351	+1	Putative uncharacterized protein	30	0.99	205	4e-111	406	347	0.60
2114_g	4392	88	4302	Q8IAV1	1210	29	1176	+1	Putative uncharacterized protein	11	1.01	394	0	649	1227	0.33
2115_g	2760	118	2757	Q8IAV0	912	6	912	+1	Methyltransferase, putative	30	0.65	262	6e-125	454	596	0.44
2116_g	1779	1	1776	C0H4U0	608	1	608	+1	Putative uncharacterized protein	30	1.00	423	0	779	610	0.70
2117_g	2862	496	2256	A5JZF4	880	87	653	+1	Formin-binding protein, putative	30	0.70	295	2e-141	509	619	0.48
2118_g	696	85	636	A5JZF2	205	13	197	+1	ADP-ribosylation factor, putative	30	0.90	120	6e-65	252	185	0.65
2119_g	3873	1	1713	Q8IEF3	1601	1	539	+1	Inositol polyphosphate kinase, putative 	30	0.19	211	4e-117	429	311	0.68
2120_g	1785	577	1614	G0R1R1	504	89	444	+1	Putative uncharacterized protein	10	0.75	86	1e-07	63	380	0.23
2121_g	867	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2122_g	5016	1	5007	A5K561	1716	1	1714	+1	Myosin heavy chain subunit, putative	30	0.63	515	0	775	1079	0.48
2123_g	507	1	504	Q8IHW1	167	1	167	+1	Conserved Plasmodium protein	5	1.01	77	6e-33	144	169	0.46
2124_g	1221	10	1218	Q8IHW2	361	2	361	+1	Conserved Plasmodium protein	7	1.12	209	2e-97	361	403	0.52
2125_g	222	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2126_g	2865	145	2358	C5HXA3	795	31	710	+1	Cysteine-rich surface protein (Fragment) 	30	0.96	181	1e-36	161	767	0.24
2127_g	2592	1183	2412	C5HDX5	795	320	704	+1	Cysteine-rich surface protein (Fragment) 	30	0.52	104	5e-25	122	417	0.25
2128_g	3006	1	1218	A5JZ33	928	1	284	+1	Putative uncharacterized protein	8	0.17	75	6e-22	112	158	0.48
2129_g	3957	1624	3954	B3LBK2	924	132	924	+1	DNA ligase	30	0.86	613	0	1217	794	0.78
2130_g	618	31	612	B3LBK4	193	9	192	+1	Putative uncharacterized protein	6	1.08	92	1e-42	177	209	0.45
2131_g	1926	10	1917	Q8IES1	613	2	611	+1	Putative uncharacterized protein	24	1.08	230	4e-89	334	659	0.35
2132_g	909	7	897	Q7RDB3	371	4	353	+1	Putative uncharacterized protein PY05510 	30	0.95	162	4e-77	293	351	0.47
2133_g	3777	1	3774	Q8IJB9	838	1	838	+1	Conserved Plasmodium protein	7	0.34	109	3e-33	150	288	0.38
2134_g	360	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2135_g	1335	79	321	D3YHU2	363	6	86	+1	Putative uncharacterized protein (Fragment) 	6	0.22	30	9e-13	80	81	0.38
2136_g	150	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2137_g	1248	412	1245	Q7R987	455	180	455	+1	Putative uncharacterized protein PY06977 	30	0.61	189	5e-96	357	279	0.68
2138_g	1146	1	804	Q7R986	275	1	236	+1	Putative uncharacterized protein PY06978 	7	0.98	129	6e-50	203	269	0.48
2139_g	4527	2422	3948	Q8IDJ0	521	151	514	+1	Putative uncharacterized protein	30	0.21	53	2e-20	108	108	0.50
2140_g	135	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2141_g	552	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2142_g	2445	151	2148	C5HX81	795	59	710	+1	Cysteine-rich surface protein (Fragment) 	30	0.88	172	4e-34	152	697	0.25
2143_g	390	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2144_g	678	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2145_g	2487	10	2469	Q7RRG4	954	5	947	+1	Putative uncharacterized protein PY00757 	30	0.55	343	0	726	526	0.66
2146_g	13280	147	13214	O77372	4981	284	4960	+3	Putative uncharacterized protein	19	0.19	304	6e-106	393	933	0.33
2147_g	9370	1	9330	A5K544	3979	2	3123	+1	Adenylate and Guanylate cyclase catalytic 	30	0.17	450	0	740	674	0.67
2148_g	177	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2149_g	1623	706	1533	Q8IBB5	589	283	584	+1	Mitochondrial inner membrane translocase, 	17	0.51	193	4e-86	324	302	0.64
2150_g	204	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2151_g	1695	1108	1602	Q8IBB4	552	383	547	+1	Putative uncharacterized protein	23	0.30	122	8e-52	210	165	0.74
2152_g	3978	82	3867	Q7RCK3	1273	73	1201	+1	Leucyl-tRNA synthetase-related (Fragment) 	30	0.62	358	8e-174	617	790	0.46
2153_g	2679	541	2616	Q4YTM3	778	1	761	+1	Putative uncharacterized protein (Fragment) 	6	0.48	120	3e-30	139	370	0.33
2154_g	594	64	591	Q4Y405	239	8	232	+1	Putative uncharacterized protein	30	0.94	124	2e-56	223	225	0.56
2155_g	1032	7	1020	Q7R882	356	21	343	+1	Putative uncharacterized protein PY07341 	5	0.95	110	9e-41	172	339	0.33
2156_g	462	37	447	B3L9R9	162	24	160	+1	Putative uncharacterized protein	23	0.85	99	1e-57	226	137	0.73
2157_g	3609	130	2826	B3L9S0	1124	23	879	+1	3'-5' exonuclease, putative	30	0.60	256	8e-117	427	678	0.38
2158_g	1647	154	1641	Q8IKX9	504	53	503	+1	Putative uncharacterized protein	22	1.03	184	4e-71	274	520	0.36
2159_g	2010	55	2007	Q8IKY0	715	41	715	+1	Transcription factor with AP2 domain(S), 	11	0.50	108	5e-30	138	357	0.31
2160_g	2202	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2161_g	1869	925	1863	O97252	370	70	369	+1	ATP-dependent Clp protease proteolytic 	30	0.86	173	1e-83	316	318	0.55
2162_g	2172	7	1269	O97254	746	15	503	+1	Putative uncharacterized protein	4	0.68	137	1e-28	134	509	0.27
2163_g	5073	79	4971	O97255	1826	78	1816	+1	Putative uncharacterized protein	7	0.21	171	1e-59	238	380	0.45
2164_g	1557	7	1554	A5JZK2	1164	629	1164	+1	3',5'-cyclic-nucleotide phosphodiesterase, 	30	0.46	335	0	680	536	0.63
2165_g	357	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2166_g	2100	1501	2097	A5JZK2	1164	384	584	+1	3',5'-cyclic-nucleotide phosphodiesterase, 	11	0.18	122	1e-62	247	204	0.60
2167_g	1572	46	1569	B3FEM7	769	16	722	+1	Calcium/calmodulin-dependent 3',5'-cyclic 	30	0.64	227	2e-109	401	494	0.46
2168_g	7716	1000	7713	Q8IL78	2472	111	2472	+1	DEAD/DEAH box helicase, putative	30	0.63	1025	0	2041	1557	0.66
2169_g	5151	1519	4011	Q7RSE9	1510	1	775	+1	Putative uncharacterized protein PY00410 	30	0.38	261	5e-115	422	571	0.46
2170_g	567	34	429	A5KDV2	345	66	259	+1	Putative uncharacterized protein	5	0.56	103	2e-43	180	194	0.54
2171_g	2718	22	2616	Q8IJ60	889	9	870	+1	Methionine-tRNA ligase, putative	30	0.98	513	0	992	870	0.59
2172_g	3540	10	3192	Q4XUY5	928	6	928	+1	Putative uncharacterized protein (Fragment) 	30	0.38	174	3e-86	326	354	0.50
2173_g	186	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2174_g	480	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2175_g	1433	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2176_g	3606	739	3591	Q8I252	1029	18	965	+1	Putative uncharacterized protein	30	0.94	555	0	1134	963	0.58
2177_g	1128	244	849	Q8I0V9	232	25	225	+1	mRNA cleavage factor-like protein, putative 	30	0.87	154	4e-89	333	202	0.77
2178_g	1362	10	1353	Q4YKJ2	380	5	378	+1	Putative uncharacterized protein	6	0.62	107	4e-56	224	234	0.46
2179_g	1395	151	1365	Q8I556	508	57	507	+1	S-adenosyl-methyltransferase, putative 	30	0.90	209	1e-87	329	455	0.46
2180_g	432	1	429	Q8I557	152	1	152	+1	Conserved Plasmodium protein	30	1.00	110	1e-59	233	152	0.73
2181_g	813	1	792	B3LD20	282	1	275	+1	Putative uncharacterized protein	5	1.05	92	9e-27	125	297	0.31
2182_g	1215	1	1209	Q8I560	425	1	421	+1	Conserved Plasmodium protein	30	1.03	208	5e-108	396	436	0.48
2183_g	48	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2184_g	879	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2185_g	1620	1	1617	Q7RN88	539	1	539	+1	Chaperonin, 60 kDa	30	1.00	464	0	867	539	0.87
2186_g	5829	1	2862	O77322	1711	1	914	+1	Putative uncharacterized protein	30	0.16	154	1e-83	318	282	0.55
2187_g	1548	1	1542	O77321	498	1	495	+1	DNA polymerase epsilon subunit B, putative 	30	1.13	276	1e-149	535	562	0.50
2188_g	252	55	189	Q7RM36	246	201	245	+1	Proteasome subunit alpha type	6	0.18	32	9e-10	67	45	0.72
2189_g	597	82	594	B3L788	167	1	167	+1	Putative uncharacterized protein	16	1.05	115	2e-47	193	175	0.66
2190_g	327	1	153	A5K2E5	221	158	208	+1	ER lumen protein retaining receptor	30	0.23	43	2e-21	106	51	0.85
2191_g	969	97	966	Q7RFP5	327	36	327	+1	Putative uncharacterized protein PY04660 	30	0.90	190	1e-96	358	294	0.65
2192_g	4086	211	4077	Q8IDG6	1164	49	1155	+1	Ran-binding protein, putative	15	0.66	301	1e-124	454	767	0.40
2193_g	903	394	501	Q4XY12	1314	131	166	+1	Putative uncharacterized protein (Fragment) 	3	0.03	28	4e-07	60	36	0.78
2194_g	663	4	267	Q4XY12	1314	368	456	+1	Putative uncharacterized protein (Fragment) 	5	0.07	55	1e-28	131	89	0.62
2195_g	3378	1	3375	Q8I3M5	1123	1	1123	+1	Karyopherin beta	30	1.00	847	0	1606	1125	0.76
2196_g	603	1	264	C0H4G1	213	59	145	+1	Putative uncharacterized protein	6	0.41	49	2e-14	84	88	0.56
2197_g	2142	421	2124	Q8I3M7	684	81	680	+1	Transporter, putative	30	0.89	365	5e-174	617	611	0.60
2198_g	2304	277	2301	Q8IIS1	1368	166	1326	+1	Conserved Plasmodium protein	8	0.09	61	3e-23	116	119	0.52
2199_g	1545	586	1542	Q4Z5G8	438	112	438	+1	Putative uncharacterized protein	30	0.75	197	8e-109	399	328	0.61
2200_g	5304	1	4122	Q8IIS3	1812	1	1394	+1	Mechanosensitive ion channel protein	30	0.79	681	0	1142	1431	0.48
2201_g	1137	145	1119	B3L2R0	388	68	376	+1	Thiamin pyrophosphokinase, putative	30	0.86	141	3e-53	214	332	0.43
2202_g	3138	205	3132	Q8I2R5	1060	51	1059	+1	Putative uncharacterized protein	16	0.71	374	7e-172	610	751	0.50
2203_g	2178	886	2163	Q4Y507	441	70	440	+1	Putative uncharacterized protein (Fragment) 	5	0.60	106	7e-33	148	265	0.40
2204_g	2643	136	2637	Q8I2R7	1292	118	1257	+1	Patatin-like phospholipase, putative	30	0.12	136	3e-74	286	152	0.90
2205_g	189	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
2206_g	483	31	462	C0H4G2	286	136	279	+1	Serine/threonine-protein kinase Nek-2 	30	0.50	105	1e-58	229	144	0.73
2207_g	933	118	924	Q8I3K7	300	34	298	+1	Membrane skeletal protein IMC1-related 	30	0.93	135	1e-59	235	278	0.49
2208_g	432	49	429	Q8I3K8	131	6	131	+1	Putative uncharacterized protein	6	0.98	89	6e-31	138	128	0.70
2209_g	1176	355	1173	B3L606	333	40	304	+1	Rna methyltransferase, putative	30	0.86	156	9e-75	286	285	0.55
2210_g	5025	16	4896	B3L607	1656	20	1598	+1	Putative uncharacterized protein	20	0.69	466	0	730	1146	0.41
2211_g	456	7	453	Q8I714	171	7	170	+1	Centrin-4	30	0.96	108	2e-58	229	164	0.66
2212_g	2583	229	2574	A5K480	750	18	748	+1	Putative uncharacterized protein	7	1.06	280	6e-138	497	796	0.36
2213_g	1524	7	1521	Q8IIU6	506	2	506	+1	tRNA-splicing ligase RtcB homolog	30	1.00	445	0	924	505	0.89
